lux|832.0|2015-01-11 04:20:31
thermo1|44.06|2015-01-11 04:20:51
thermo2|16.37|2015-01-11 04:21:30
thermo3|18.0|2015-01-11 04:21:39
lux|54.0|2015-01-11 04:28:44
thermo1|5.5|2015-01-11 04:29:02
thermo2|9.62|2015-01-11 04:29:15
thermo3|9.25|2015-01-11 04:29:23
lux|92.0|2015-01-11 04:38:45
thermo1|5.25|2015-01-11 04:39:03
thermo2|9.56|2015-01-11 04:39:15
thermo3|9.18|2015-01-11 04:39:23
lux|47.0|2015-01-11 04:48:45
thermo1|5.18|2015-01-11 04:49:03
thermo2|9.5|2015-01-11 04:49:15
thermo3|9.18|2015-01-11 04:49:23
lux|33.0|2015-01-11 04:58:45
thermo1|5.25|2015-01-11 04:59:04
thermo2|9.43|2015-01-11 04:59:15
thermo3|9.12|2015-01-11 04:59:24
lux|335.0|2015-01-11 05:08:46
thermo1|5.0|2015-01-11 05:09:05
thermo2|9.37|2015-01-11 05:09:15
thermo3|9.12|2015-01-11 05:09:24
lux|13.0|2015-01-11 05:18:46
thermo1|4.87|2015-01-11 05:19:05
thermo2|9.37|2015-01-11 05:19:16
thermo3|9.06|2015-01-11 05:19:26
lux|33.0|2015-01-11 05:28:46
thermo1|4.75|2015-01-11 05:29:06
thermo2|9.18|2015-01-11 05:29:16
thermo3|8.87|2015-01-11 05:29:25
lux|34.0|2015-01-11 05:38:47
thermo1|4.56|2015-01-11 05:39:06
thermo2|9.06|2015-01-11 05:39:17
thermo3|8.68|2015-01-11 05:39:25
lux|80.0|2015-01-11 05:48:47
thermo1|4.56|2015-01-11 05:49:06
thermo2|8.87|2015-01-11 05:49:18
thermo3|8.62|2015-01-11 05:49:26
lux|55.0|2015-01-11 05:58:48
thermo1|5.0|2015-01-11 05:59:06
thermo2|8.87|2015-01-11 05:59:18
thermo3|8.68|2015-01-11 05:59:27
lux|43.0|2015-01-11 06:08:48
thermo1|4.43|2015-01-11 06:09:07
thermo2|8.62|2015-01-11 06:09:19
thermo3|8.31|2015-01-11 06:09:27
lux|149.0|2015-01-11 06:18:49
thermo1|4.12|2015-01-11 06:19:07
thermo2|8.31|2015-01-11 06:19:19
thermo3|8.0|2015-01-11 06:19:28
lux|109.0|2015-01-11 06:28:49
thermo1|3.93|2015-01-11 06:29:08
thermo2|8.12|2015-01-11 06:29:19
thermo3|7.75|2015-01-11 06:29:28
lux|98.0|2015-01-11 06:38:49
thermo1|3.81|2015-01-11 06:39:08
thermo2|8.0|2015-01-11 06:39:20
thermo3|7.62|2015-01-11 06:39:29
lux|109.0|2015-01-11 06:48:49
thermo1|3.75|2015-01-11 06:49:09
thermo2|7.81|2015-01-11 06:49:20
thermo3|7.5|2015-01-11 06:49:29
lux|23.0|2015-01-11 06:58:50
thermo1|3.68|2015-01-11 06:59:09
thermo2|7.81|2015-01-11 06:59:20
thermo3|7.5|2015-01-11 06:59:30
lux|38.0|2015-01-11 07:08:50
thermo1|3.62|2015-01-11 07:09:10
thermo2|7.62|2015-01-11 07:09:21
thermo3|7.37|2015-01-11 07:09:30
lux|22.0|2015-01-11 07:18:50
thermo1|3.56|2015-01-11 07:19:10
thermo2|7.56|2015-01-11 07:19:21
thermo3|7.31|2015-01-11 07:19:31
lux|162.0|2015-01-11 07:28:51
thermo1|3.43|2015-01-11 07:29:11
