lux|923.0|2015-01-04 22:53:56
thermo1|19.12|2015-01-04 22:54:36
thermo2|18.31|2015-01-04 22:54:58
thermo3|24.56|2015-01-04 22:55:07
lux|868.0|2015-01-04 23:03:59
thermo1|15.75|2015-01-04 23:04:39
thermo2|15.75|2015-01-04 23:04:58
thermo3|18.75|2015-01-04 23:05:07
lux|860.0|2015-01-04 23:13:56
thermo1|14.31|2015-01-04 23:14:38
thermo2|13.5|2015-01-04 23:14:58
thermo3|16.62|2015-01-04 23:15:07
lux|803.0|2015-01-04 23:23:57
thermo1|12.62|2015-01-04 23:24:37
thermo2|11.43|2015-01-04 23:24:59
thermo3|13.93|2015-01-04 23:25:08
lux|816.0|2015-01-04 23:33:58
thermo1|12.37|2015-01-04 23:34:38
thermo2|11.18|2015-01-04 23:34:59
thermo3|14.0|2015-01-04 23:35:08
lux|782.0|2015-01-04 23:43:57
thermo1|11.81|2015-01-04 23:44:38
lux|763.0|2015-01-05 00:03:59
thermo1|11.56|2015-01-05 00:04:40
thermo2|10.68|2015-01-05 00:05:00
thermo3|13.06|2015-01-05 00:05:09
thermo3|10.87|2015-01-05 00:15:10
lux|684.0|2015-01-05 00:23:59
thermo1|10.37|2015-01-05 00:24:41
thermo2|8.56|2015-01-05 00:25:01
thermo3|10.75|2015-01-05 00:25:09
lux|731.0|2015-01-05 00:33:59
thermo1|10.5|2015-01-05 00:34:41
thermo2|9.37|2015-01-05 00:35:01
thermo3|11.18|2015-01-05 00:35:10
lux|611.0|2015-01-05 00:44:00
thermo1|9.56|2015-01-05 00:44:42
thermo2|7.68|2015-01-05 00:45:02
thermo3|9.93|2015-01-05 00:45:11
lux|567.0|2015-01-05 00:54:00
thermo1|8.75|2015-01-05 00:54:42
thermo2|6.81|2015-01-05 00:55:02
thermo3|8.93|2015-01-05 00:55:11
lux|455.0|2015-01-05 01:04:01
thermo1|8.0|2015-01-05 01:04:42
thermo2|5.68|2015-01-05 01:05:03
thermo3|8.0|2015-01-05 01:05:11
lux|300.0|2015-01-05 01:14:03
thermo1|7.18|2015-01-05 01:14:43
thermo2|4.93|2015-01-05 01:15:03
thermo3|7.06|2015-01-05 01:15:12
lux|151.0|2015-01-05 01:24:02
thermo1|6.5|2015-01-05 01:24:44
thermo2|4.25|2015-01-05 01:25:03
thermo3|6.37|2015-01-05 01:25:12
lux|29.0|2015-01-05 01:34:02
thermo1|6.12|2015-01-05 01:34:44
thermo2|3.81|2015-01-05 01:35:03
thermo3|6.0|2015-01-05 01:35:13
lux|8.0|2015-01-05 01:44:04
thermo1|5.68|2015-01-05 01:44:45
thermo2|3.43|2015-01-05 01:45:03
thermo3|5.43|2015-01-05 01:45:13
lux|4.0|2015-01-05 01:54:03
thermo1|5.25|2015-01-05 01:54:47
thermo2|3.06|2015-01-05 01:55:04
thermo3|5.06|2015-01-05 01:55:13
lux|4.0|2015-01-05 02:04:05
thermo1|4.93|2015-01-05 02:04:47
thermo2|3.0|2015-01-05 02:05:06
thermo3|4.75|2015-01-05 02:05:13
lux|4.0|2015-01-05 02:14:03
thermo1|4.68|2015-01-05 02:14:50
thermo2|2.75|2015-01-05 02:15:05
thermo3|4.43|2015-01-05 02:15:14
lux|1.0|2015-01-05 02:24:07
thermo1|4.43|2015-01-05 02:24:47
thermo2|2.62|2015-01-05 02:25:05
thermo3|4.12|2015-01-05 02:25:15
lux|0.0|2015-01-05 02:34:05
thermo1|4.25|2015-01-05 02:34:48
thermo2|2.68|2015-01-05 02:35:05
thermo3|4.0|2015-01-05 02:35:15
lux|0.0|2015-01-05 02:44:05
thermo1|4.06|2015-01-05 02:44:48
thermo2|2.37|2015-01-05 02:45:06
thermo1|4.06|2015-01-05 02:54:49
thermo2|2.37|2015-01-05 02:55:06
thermo3|3.81|2015-01-05 02:55:16
lux|1.0|2015-01-05 03:04:06
thermo1|3.93|2015-01-05 03:04:49
thermo2|2.43|2015-01-05 03:05:07
thermo3|3.81|2015-01-05 03:05:17
lux|2.0|2015-01-05 03:14:07
thermo1|3.87|2015-01-05 03:14:49
thermo2|2.31|2015-01-05 03:15:08
thermo3|3.68|2015-01-05 03:15:17
lux|3.0|2015-01-05 03:24:08
thermo1|3.56|2015-01-05 03:24:50
thermo2|1.87|2015-01-05 03:25:07
thermo3|3.37|2015-01-05 03:25:17
lux|0.0|2015-01-05 03:34:08
thermo1|3.43|2015-01-05 03:34:51
thermo2|1.81|2015-01-05 03:35:08
thermo3|3.18|2015-01-05 03:35:17
lux|2.0|2015-01-05 03:44:09
thermo1|3.18|2015-01-05 03:44:51
thermo2|1.68|2015-01-05 03:45:08
thermo3|2.93|2015-01-05 03:45:19
lux|0.0|2015-01-05 03:54:11
thermo1|2.87|2015-01-05 03:54:52
thermo2|1.43|2015-01-05 03:55:09
thermo3|2.68|2015-01-05 03:55:18
lux|0.0|2015-01-05 04:04:09
thermo1|2.75|2015-01-05 04:04:52
thermo2|1.31|2015-01-05 04:05:10
thermo3|2.5|2015-01-05 04:05:18
lux|6.0|2015-01-05 04:14:10
thermo1|2.56|2015-01-05 04:14:54
thermo2|1.25|2015-01-05 04:15:10
thermo3|2.31|2015-01-05 04:15:18
lux|1.0|2015-01-05 04:24:10
thermo1|2.37|2015-01-05 04:24:56
thermo2|1.18|2015-01-05 04:25:11
thermo3|2.12|2015-01-05 04:25:19
lux|0.0|2015-01-05 04:34:10
thermo1|2.18|2015-01-05 04:34:54
thermo2|1.0|2015-01-05 04:35:13
thermo3|1.93|2015-01-05 04:35:21
lux|0.0|2015-01-05 04:44:11
thermo1|2.06|2015-01-05 04:44:53
thermo2|0.93|2015-01-05 04:45:12
thermo3|1.81|2015-01-05 04:45:19
lux|0.0|2015-01-05 04:54:11
thermo1|2.06|2015-01-05 04:54:53
thermo2|1.06|2015-01-05 04:55:13
thermo3|1.81|2015-01-05 04:55:20
lux|0.0|2015-01-05 05:04:12
thermo1|1.93|2015-01-05 05:04:53
thermo2|0.75|2015-01-05 05:05:14
thermo3|1.62|2015-01-05 05:05:20
